time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/std,train/learning_rate,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/clip_range,rollout/ep_len_mean,rollout/ep_rew_mean
1,512,4289,0,,,,,,,,,,,,,
2,1024,2544,0,-0.03151518851518631,0.012996315956115723,1.0000858306884766,0.0004092704424510632,0.13937205527327023,-43.98892855644226,-0.03301002234366024,0.020793116,16,0.2840576171875,0.2,,
3,1536,2286,0,-0.035641513764858246,-0.010809063911437988,0.9989004731178284,0.0004092704424510632,0.004660052516555879,-43.97316575050354,-0.02393642884271685,0.015193351,32,0.2222900390625,0.2,1257.0,-2.867596
4,2048,2174,0,-0.03885950893163681,-0.0008219480514526367,0.9997974634170532,0.0004092704424510632,0.003788155721849762,-43.95740818977356,-0.026551315851975232,0.016998349,48,0.2412109375,0.2,1257.0,-2.867596
5,2560,2116,1,-0.035455819219350815,0.006871581077575684,1.0020079612731934,0.0004092704424510632,0.005364040036511142,-44.008612632751465,-0.026896292227320373,0.03497488,64,0.3450927734375,0.2,1257.0,-2.8328905
6,3072,2076,1,-0.03562440350651741,-0.004927277565002441,1.003845453262329,0.0004092704424510632,0.010409815644379705,-44.07470881938934,-0.02526480081724003,0.020425025,80,0.2813720703125,0.2,1257.0,-2.8328905
7,3584,2055,1,-0.04422731697559357,0.004192173480987549,1.0054185390472412,0.0004092704424510632,0.009800068073673174,-44.121405482292175,-0.033930043515283614,0.02405835,96,0.32666015625,0.2,1257.0,-2.8328905
8,4096,2030,2,-0.03482137992978096,-0.006325483322143555,1.004940152168274,0.0004092704424510632,0.004866818802838679,-44.14908254146576,-0.02394435289897956,0.014730347,112,0.251953125,0.2,1257.0,-2.79467
9,4608,1992,2,-0.025095995515584946,0.0008439421653747559,1.0055828094482422,0.0004092704424510632,0.03145528252935037,-44.13834774494171,-0.02532407158287242,0.021887831,128,0.301025390625,0.2,1257.0,-2.79467
10,5120,1960,2,-0.03163647651672363,0.0072092413902282715,1.0036085844039917,0.0004092704424510632,0.0022995364779490046,-44.13175880908966,-0.023205935023725033,0.018296963,144,0.2608642578125,0.2,1257.0,-2.842178
11,5632,1902,2,-0.022734256461262703,-0.00016129016876220703,1.0023404359817505,0.0004092704424510632,0.03283944207942113,-44.06643235683441,-0.02098520181607455,0.015031083,160,0.2413330078125,0.2,1257.0,-2.842178
12,6144,1863,3,-0.0302515160292387,0.0018244385719299316,1.003283143043518,0.0004092704424510632,0.01289993934915401,-44.05872404575348,-0.02899451323901303,0.02131046,176,0.2750244140625,0.2,1257.0,-2.842178
13,6656,1834,3,-0.024714229628443718,-0.00404965877532959,1.004202127456665,0.0004092704424510632,0.005937518268183339,-44.099029660224915,-0.021603391563985497,0.016775506,192,0.23095703125,0.2,1257.0,-2.89672
14,7168,1817,3,-0.007324580103158951,0.00030231475830078125,1.0016504526138306,0.0004092704424510632,0.061572730424813926,-44.078123569488525,-0.028051193454302847,0.017462056,208,0.270751953125,0.2,1257.0,-2.89672
15,7680,1791,4,-0.017576828598976135,-0.0053185224533081055,1.000954270362854,0.0004092704424510632,0.002955969310278306,-44.009549379348755,-0.023835663916543126,0.013954194,224,0.2265625,0.2,1257.0,-2.8797566666666667
16,8192,1775,4,-0.004274673759937286,0.0007629990577697754,1.000465989112854,0.0004092704424510632,0.05833598878234625,-44.0040557384491,-0.02339057222707197,0.021422427,240,0.26904296875,0.2,1257.0,-2.8797566666666667
17,8704,1783,4,-0.04455281049013138,-0.0026175975799560547,1.0003575086593628,0.0004092704424510632,0.014168515481287614,-43.989221930503845,-0.030219907057471573,0.02525106,256,0.3099365234375,0.2,1257.0,-2.8797566666666667
18,9216,1791,5,-0.029618099331855774,-0.0023818016052246094,0.9989919066429138,0.0004092704424510632,0.005115166699397378,-43.97469699382782,-0.02420710530714132,0.014416447,272,0.222900390625,0.2,1257.0,-2.9007
19,9728,1797,5,0.016421042382717133,6.407499313354492e-05,0.9982697367668152,0.0004092704424510632,0.09815959772095084,-43.929288148880005,-0.034694776055403054,0.030147526,288,0.3345947265625,0.2,1257.0,-2.9007
20,10240,1801,5,-0.06494632363319397,-0.0037337541580200195,0.9987789988517761,0.0004092704424510632,0.0040734449357842095,-43.927940249443054,-0.033789843844715506,0.026792336,304,0.3062744140625,0.2,1257.0,-2.8880169999999996
