time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/value_loss,train/clip_range,train/clip_fraction,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss,train/approx_kl,train/n_updates,rollout/ep_rew_mean,rollout/ep_len_mean
0,1,4199,512,,,,,,,,,,,,,
0,2,1951,1024,0.13173443262348883,0.2,0.35009765625,-0.04224836453795433,-0.04626297950744629,-0.03202706421143375,0.9984260201454163,0.0004092704424510632,-43.96188426017761,0.023881093,16,,
0,3,1652,1536,0.005626465193927288,0.2,0.2652587890625,-0.0443754568696022,-0.02221226692199707,-0.030676807888085023,0.9993438720703125,0.0004092704424510632,-43.948673129081726,0.018735288,32,-2.986245,1257.0
1,4,1536,2048,0.018984561087563634,0.2,0.2847900390625,-0.03494265303015709,0.0010855793952941895,-0.028858605393907055,0.9990168213844299,0.0004092704424510632,-43.96101248264313,0.020621808,48,-2.986245,1257.0
1,5,1473,2560,0.004807281453395262,0.2,0.2259521484375,-0.02322460152208805,-0.005714058876037598,-0.021525048083276488,0.9998375773429871,0.0004092704424510632,-43.96626281738281,0.01649703,64,-3.040308,1257.0
2,6,1435,3072,0.006620933461817913,0.2,0.24951171875,-0.031467925757169724,-0.0003247261047363281,-0.027420217054896057,0.9994150996208191,0.0004092704424510632,-43.974204659461975,0.017348154,80,-3.040308,1257.0
2,7,1425,3584,0.0026408850208099466,0.2,0.2001953125,-0.03525984287261963,0.004594564437866211,-0.02245040310663171,0.9994654059410095,0.0004092704424510632,-43.962313413619995,0.011999015,96,-3.040308,1257.0
2,8,1400,4096,0.004857324711338151,0.2,0.2794189453125,-0.03145497292280197,-0.007861018180847168,-0.023450616994523443,0.9976719617843628,0.0004092704424510632,-43.93941521644592,0.017497756,112,-2.9784466666666667,1257.0
3,9,1383,4608,0.021408804052043706,0.2,0.24658203125,-0.015209997072815895,0.0006022453308105469,-0.020635428983950987,0.9990866780281067,0.0004092704424510632,-43.91644322872162,0.018460236,128,-2.9784466666666667,1257.0
3,10,1356,5120,0.005139868357218802,0.2,0.2017822265625,-0.024870499968528748,-0.002665400505065918,-0.02091630552604329,1.0009806156158447,0.0004092704424510632,-43.97910666465759,0.014093645,144,-3.02527925,1257.0
