time/fps,time/iterations,time/total_timesteps,time/time_elapsed,train/explained_variance,train/clip_range,train/loss,train/clip_fraction,train/approx_kl,train/entropy_loss,train/n_updates,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/std,rollout/ep_rew_mean,rollout/ep_len_mean
4152,1,512,0,,,,,,,,,,,,,
1966,2,1024,0,-0.08792877197265625,0.2,-0.023134058341383934,0.24462890625,0.019386895,-43.98617208003998,16,0.0004092704424510632,0.09862316951694083,-0.031235010479576886,1.000240683555603,,
1665,3,1536,0,0.0027940869331359863,0.2,-0.03809778019785881,0.298828125,0.019926392,-43.99754858016968,32,0.0004092704424510632,0.003062852832954377,-0.032566317153396085,1.0003503561019897,-2.297585,1223.0
1550,4,2048,1,-0.017876029014587402,0.2,-0.02624029666185379,0.2435302734375,0.014811618,-44.000269293785095,48,0.0004092704424510632,0.007555189426057041,-0.02241305091592949,1.000779390335083,-2.297585,1223.0
1490,5,2560,1,0.012817978858947754,0.2,-0.033640068024396896,0.2818603515625,0.017341413,-44.01129698753357,64,0.0004092704424510632,0.0012943656220159028,-0.02819505930528976,1.0008960962295532,-2.262694,1223.0
1450,6,3072,2,-0.004713296890258789,0.2,-0.00790172815322876,0.3131103515625,0.021155253,-43.99123287200928,80,0.0004092704424510632,0.011891700240084901,-0.02516505583480466,0.9993122220039368,-2.262694,1223.0
1421,7,3584,2,0.03136962652206421,0.2,-0.03341730684041977,0.2301025390625,0.016035374,-43.966923117637634,96,0.0004092704424510632,0.0018179493345087394,-0.02698213656549342,1.0006338357925415,-2.262694,1223.0
1400,8,4096,2,0.032971084117889404,0.2,-0.045292969793081284,0.2802734375,0.019894425,-44.00855565071106,112,0.0004092704424510632,0.002190808021623525,-0.02991729203495197,1.0007940530776978,-2.258303,1223.0
1387,9,4608,3,-0.002051830291748047,0.2,-0.032111093401908875,0.318359375,0.027883548,-43.996819615364075,128,0.0004092704424510632,0.023502872500102967,-0.029894522158429027,1.0001589059829712,-2.258303,1223.0
1378,10,5120,3,0.032493770122528076,0.2,-0.029640566557645798,0.24267578125,0.018690053,-43.964694142341614,144,0.0004092704424510632,0.0013165811578801367,-0.02535549933963921,0.9985823035240173,-2.237102,1223.0
1370,11,5632,4,0.005600869655609131,0.2,-0.02230951376259327,0.289306640625,0.02226893,-43.92419242858887,160,0.0004092704424510632,0.03003612527390942,-0.028599847079021856,0.9981178045272827,-2.237102,1223.0
1361,12,6144,4,-0.010720133781433105,0.2,-0.036197762936353683,0.22509765625,0.018170137,-43.92827785015106,176,0.0004092704424510632,0.001661114649323281,-0.028503109046141617,0.9988617300987244,-2.2256908,1223.0
1356,13,6656,4,0.016372382640838623,0.2,-0.02282736822962761,0.2454833984375,0.021684546,-43.952900648117065,192,0.0004092704424510632,0.03127127204788849,-0.024871166475350037,0.9994394779205322,-2.2256908,1223.0
1351,14,7168,5,0.18424242734909058,0.2,-0.031802184879779816,0.21435546875,0.019708928,-43.975826263427734,208,0.0004092704424510632,0.002448106635711156,-0.02466058946447447,1.0007002353668213,-2.2256908,1223.0
1348,15,7680,5,0.007963359355926514,0.2,-0.047629695385694504,0.255615234375,0.026712243,-44.01087403297424,224,0.0004092704424510632,0.002101358651998453,-0.031459555408218876,1.0011509656906128,-2.217248666666667,1223.0
1344,16,8192,6,0.004693806171417236,0.2,-0.017368320375680923,0.27294921875,0.01935422,-43.976576805114746,240,0.0004092704424510632,0.04434090887662023,-0.02702076148125343,0.9987956285476685,-2.217248666666667,1223.0
1341,17,8704,6,0.02590864896774292,0.2,-0.03820231556892395,0.204833984375,0.015418476,-43.892242670059204,256,0.0004092704424510632,0.0016960760203801328,-0.025717630865983665,0.9960070252418518,-2.2159210000000003,1223.0
1338,18,9216,6,0.023279428482055664,0.2,-0.018379278481006622,0.1925048828125,0.019549657,-43.830671191215515,272,0.0004092704424510632,0.04608123144134879,-0.022441763961978722,0.9951147437095642,-2.2159210000000003,1223.0
1334,19,9728,7,-0.008501648902893066,0.2,-0.017728298902511597,0.1995849609375,0.016001374,-43.80472445487976,288,0.0004092704424510632,0.002145306898455601,-0.02094496219069697,0.9941633343696594,-2.2159210000000003,1223.0
1330,20,10240,7,0.09646463394165039,0.2,-0.02922818250954151,0.187744140625,0.019079817,-43.7926926612854,304,0.0004092704424510632,0.0020226908709446434,-0.019510650730808266,0.9945666193962097,-2.2221597500000003,1223.0
1328,21,10752,8,0.027295947074890137,0.2,-0.009194735437631607,0.250244140625,0.025360394,-43.79229211807251,320,0.0004092704424510632,0.0517742233350873,-0.027252315616351552,0.9937606453895569,-2.2221597500000003,1223.0
1326,22,11264,8,-0.29963135719299316,0.2,-0.03536102920770645,0.220703125,0.017875245,-43.74265134334564,336,0.0004092704424510632,0.0038862134169903584,-0.02737348192022182,0.9916176199913025,-2.2142065555555557,1223.0
1325,23,11776,8,0.0020608901977539062,0.2,-0.016143210232257843,0.2625732421875,0.027171843,-43.722095370292664,352,0.0004092704424510632,0.06525805976707488,-0.032195560037507676,0.9934659600257874,-2.2142065555555557,1223.0
1323,24,12288,9,-0.17075979709625244,0.2,-0.04487759619951248,0.2076416015625,0.0163657,-43.777440905570984,368,0.0004092704424510632,0.0012757863823935622,-0.021985855557431933,0.9945206046104431,-2.2244895,1223.0
1322,25,12800,9,0.012237012386322021,0.2,-0.018908977508544922,0.25146484375,0.025586441,-43.78516328334808,384,0.0004092704424510632,0.06345071143005043,-0.03059045235568192,0.9937192797660828,-2.2244895,1223.0
1321,26,13312,10,0.2870345711708069,0.2,-0.03753861039876938,0.2080078125,0.01707032,-43.75218999385834,400,0.0004092704424510632,0.002623848766234005,-0.026437138731125742,0.9930639863014221,-2.2244895,1223.0
1320,27,13824,10,-0.22209680080413818,0.2,-0.02715240605175495,0.1539306640625,0.0128749795,-43.74216377735138,416,0.0004092704424510632,0.002763806300208671,-0.02326231377082877,0.992885410785675,-2.215378,1223.0
1319,28,14336,10,0.05443459749221802,0.2,-0.02525605447590351,0.25537109375,0.03061866,-43.70398926734924,432,0.0004092704424510632,0.06628844793885946,-0.03363870468456298,0.9904113411903381,-2.215378,1223.0
1317,29,14848,11,-0.9422889947891235,0.2,-0.03883112221956253,0.212158203125,0.01617076,-43.615667939186096,448,0.0004092704424510632,0.001883411496237386,-0.025976229400839657,0.987918496131897,-2.21277825,1223.0
1317,30,15360,11,0.05547595024108887,0.2,0.005892392247915268,0.2548828125,0.024557177,-43.56240153312683,464,0.0004092704424510632,0.08252699417062104,-0.030606870306655765,0.9873493313789368,-2.21277825,1223.0
1317,31,15872,12,0.018817365169525146,0.2,-0.028458112850785255,0.2127685546875,0.0147758,-43.53824257850647,480,0.0004092704424510632,0.0021403028586064465,-0.023962845021742396,0.985663890838623,-2.21277825,1223.0
1316,32,16384,12,0.034587085247039795,0.2,-0.03355618566274643,0.2178955078125,0.017149322,-43.482906103134155,496,0.0004092704424510632,0.002805417047056835,-0.02473049465334043,0.9843637943267822,-2.205669846153846,1223.0
1315,33,16896,12,0.015226244926452637,0.2,-0.02245570532977581,0.281982421875,0.0344221,-43.48086154460907,512,0.0004092704424510632,0.050772230490110815,-0.03236146115523297,0.9856123328208923,-2.205669846153846,1223.0
1314,34,17408,13,-0.6943142414093018,0.2,-0.03973490744829178,0.2191162109375,0.019737773,-43.500139236450195,528,0.0004092704424510632,0.005425093462690711,-0.026707566183176823,0.9851315021514893,-2.2156675,1223.0
1313,35,17920,13,0.25651484727859497,0.2,-0.0007959157228469849,0.233642578125,0.019528862,-43.46464264392853,544,0.0004092704424510632,0.05735366279259324,-0.021172695589484647,0.9833219051361084,-2.2156675,1223.0
1312,36,18432,14,-1.6548163890838623,0.2,-0.032340895384550095,0.2161865234375,0.015213961,-43.422091245651245,560,0.0004092704424510632,0.0029693263859371655,-0.022376918361260323,0.9827332496643066,-2.2154447333333334,1223.0
1311,37,18944,14,0.18370413780212402,0.2,-0.013667816296219826,0.225830078125,0.021103095,-43.40156662464142,576,0.0004092704424510632,0.04940076044294983,-0.01863901427714154,0.9817371368408203,-2.2154447333333334,1223.0
1311,38,19456,14,-0.04763484001159668,0.2,-0.026190944015979767,0.1724853515625,0.012801623,-43.38294565677643,592,0.0004092704424510632,0.006064190143661108,-0.01918135331652593,0.9822273254394531,-2.2154447333333334,1223.0
1311,39,19968,15,-0.3416510820388794,0.2,-0.04019434377551079,0.2513427734375,0.018684212,-43.397278904914856,608,0.0004092704424510632,0.004534216917818412,-0.027064326248364523,0.9820006489753723,-2.213185625,1223.0
1311,40,20480,15,0.12580424547195435,0.2,-0.0015324018895626068,0.2264404296875,0.018398702,-43.38226902484894,624,0.0004092704424510632,0.06007210479583591,-0.02127051474963082,0.9816121459007263,-2.213185625,1223.0
1311,41,20992,16,-3.636582374572754,0.2,-0.03112720139324665,0.2099609375,0.017395427,-43.36151099205017,640,0.0004092704424510632,0.002099696677760221,-0.025006903801113367,0.9807184338569641,-2.212495411764706,1223.0
1310,42,21504,16,0.04667741060256958,0.2,-0.007599836215376854,0.2049560546875,0.014507297,-43.34070086479187,656,0.0004092704424510632,0.0620441238861531,-0.021747110004071146,0.9804108142852783,-2.212495411764706,1223.0
1310,43,22016,16,-3.1591434478759766,0.2,-0.024655314162373543,0.1846923828125,0.015350603,-43.32878112792969,672,0.0004092704424510632,0.0025451558431086596,-0.019700451637618244,0.9795337915420532,-2.2051859444444446,1223.0
1310,44,22528,17,0.06684792041778564,0.2,-0.0025842301547527313,0.2080078125,0.01869394,-43.30961608886719,688,0.0004092704424510632,0.06539046601392329,-0.025089543458307162,0.9797385334968567,-2.2051859444444446,1223.0
